Date;N1;N2;N3;N4;N5;E1;E2;Winner;Gain
2011-06-28;16;15;44;30;50;3;2;0;134366394
2011-07-01;13;33;45;18;12;11;10;0;0
2011-07-01;10;1;8;20;15;1;10;0;0
2011-07-01;28;15;39;1;25;11;6;0;0
2011-07-01;30;12;48;36;43;4;8;0;0
2011-07-01;32;22;1;48;50;7;6;1;15000000
2011-07-06;37;42;45;48;30;1;8;0;0
2011-07-06;17;50;16;36;4;7;12;0;0
2011-07-06;10;7;15;35;43;11;10;0;0
2011-07-06;44;34;10;24;6;4;1;0;0
2011-07-06;25;38;40;6;36;10;4;0;54804890
2011-07-10;17;50;20;7;36;5;4;0;0
2011-07-10;44;50;30;43;22;3;9;0;0
2011-07-10;36;33;2;40;23;7;4;0;0
2011-07-10;31;11;19;50;47;9;5;0;0
2011-07-10;42;34;18;38;26;8;5;1;117705979
2011-07-15;9;47;14;16;44;11;1;0;0
2011-07-15;47;48;11;17;41;8;11;0;0
2011-07-15;2;34;25;5;48;10;8;0;0
2011-07-15;44;34;9;11;10;7;2;0;0
2011-07-15;26;6;33;39;34;3;4;0;15000000
2011-07-19;28;20;27;19;49;11;7;0;0
2011-07-19;36;17;43;47;4;9;8;0;0
2011-07-19;29;11;16;33;10;2;11;0;0
2011-07-19;40;20;46;13;50;8;3;0;0
2011-07-19;16;3;25;35;26;5;9;1;23148546
2011-07-22;33;16;48;19;8;9;8;0;0
2011-07-22;39;49;40;36;47;3;6;0;0
2011-07-22;28;31;34;49;24;4;11;0;0
2011-07-22;22;18;27;13;19;9;12;0;0
2011-07-22;4;50;15;49;23;2;6;2;15000000
2011-07-26;46;9;24;22;25;2;7;0;0
2011-07-26;2;10;42;13;12;3;8;0;0
2011-07-26;42;46;26;22;3;5;3;0;0
2011-07-26;38;22;49;1;32;10;4;0;0
2011-07-26;5;1;25;48;22;11;3;0;15000000
2011-07-29;45;18;2;23;48;5;7;0;0
2011-07-29;43;3;45;5;4;2;8;0;0
2011-07-29;25;38;27;4;39;7;5;0;0
2011-07-29;23;4;49;10;22;5;7;0;0
2011-07-29;37;38;19;27;12;5;10;1;27315669
2011-08-04;48;7;39;46;41;11;1;0;0
2011-08-04;10;1;21;13;19;10;12;0;0
2011-08-04;35;28;14;26;17;3;11;0;0
2011-08-04;48;21;37;27;47;10;12;0;0
2011-08-04;21;47;23;38;50;6;2;0;15000000
2011-08-07;16;5;13;2;30;11;1;0;0
2011-08-07;20;39;36;11;8;12;2;0;0
2011-08-07;6;12;37;38;32;10;1;0;0
2011-08-07;44;45;36;37;2;8;7;0;0
2011-08-07;12;13;40;49;23;7;10;0;185000000
2011-08-11;23;28;32;2;42;11;3;0;0
2011-08-11;41;30;34;13;35;7;1;0;0
2011-08-11;40;34;14;28;31;6;11;0;0
2011-08-11;17;15;7;44;22;7;12;0;0
2011-08-11;40;15;4;29;1;1;5;0;54417326
2011-08-16;10;37;27;32;19;6;5;0;0
2011-08-16;6;16;34;24;45;1;9;0;0
2011-08-16;17;29;35;5;2;5;8;0;0
2011-08-16;2;3;15;21;41;1;12;0;0
2011-08-16;45;18;1;13;17;8;3;0;53726356
2011-08-19;48;24;17;37;34;2;12;0;0
2011-08-19;4;17;43;45;27;1;7;0;0
2011-08-19;48;16;36;14;8;6;3;0;0
2011-08-19;25;29;3;31;14;5;10;0;0
2011-08-19;16;6;31;28;14;11;2;0;66489770
2011-08-23;31;14;8;10;44;1;5;0;0
2011-08-23;33;45;36;10;50;10;7;0;0
2011-08-23;29;30;17;35;7;7;9;0;0
2011-08-23;41;20;11;46;37;6;10;0;0
2011-08-23;42;50;6;14;4;2;4;0;74844027
2011-08-26;32;6;28;41;19;8;6;0;0
2011-08-26;34;45;28;40;18;11;2;0;0
2011-08-26;36;48;19;39;7;8;3;0;0
2011-08-26;27;39;32;41;46;1;12;0;0
2011-08-26;25;45;22;33;12;5;7;0;89057638
2011-08-30;20;50;2;42;41;12;10;0;0
2011-08-30;5;26;43;1;12;7;12;0;0
2011-08-30;42;3;11;31;1;11;7;0;0
2011-08-30;40;32;16;38;22;5;7;0;0
2011-08-30;46;8;2;10;19;5;9;0;98519380
2011-09-08;23;18;50;26;25;11;5;0;0
2011-09-08;27;5;43;50;7;10;12;0;0
2011-09-08;32;15;11;48;35;8;1;0;0
2011-09-08;25;12;21;36;27;4;11;0;0
2011-09-08;36;24;34;7;23;11;8;0;34158168
2011-09-09;21;17;39;23;44;10;6;0;0
2011-09-09;41;20;50;46;17;5;10;0;0
2011-09-09;20;5;17;42;32;7;5;0;0
2011-09-09;41;50;42;22;46;7;10;0;0
2011-09-09;21;5;34;31;28;2;1;0;147365854
2011-09-12;32;7;37;19;49;7;1;0;0
2011-09-12;11;17;24;49;34;11;7;0;0
2011-09-12;48;42;5;16;22;6;5;0;0
2011-09-12;29;6;36;11;33;12;11;0;0
2011-09-12;21;12;47;44;29;2;1;0;26824531
2011-09-13;26;35;11;40;47;10;12;0;0
2011-09-13;15;16;29;37;11;7;1;0;0
2011-09-13;18;48;19;27;41;10;7;0;0
2011-09-13;23;18;2;28;12;4;10;0;0
2011-09-13;28;32;49;9;30;9;10;1;162256622
2011-09-16;38;39;45;10;36;8;1;0;0
2011-09-16;39;19;1;41;23;2;12;0;0
2011-09-16;14;23;9;40;34;4;5;0;0
2011-09-16;46;27;35;6;39;1;8;0;0
2011-09-16;39;2;42;17;8;3;10;1;15000000
2011-09-20;36;8;40;7;4;4;9;0;0
2011-09-20;17;6;19;1;16;6;4;0;0
2011-09-20;7;3;20;5;10;12;3;0;0
2011-09-20;31;3;22;10;11;12;8;0;0
2011-09-20;25;38;19;9;36;11;7;0;15000000
2011-09-23;6;43;17;35;20;1;10;0;0
2011-09-23;33;9;4;19;41;4;10;0;0
2011-09-23;45;26;18;31;37;12;2;0;0
2011-09-23;21;3;18;22;48;9;7;0;0
2011-09-23;6;33;48;14;34;6;2;0;27447714
2011-09-27;47;15;28;23;4;1;2;0;0
2011-09-27;12;19;27;15;42;9;12;0;0
2011-09-27;13;36;26;18;4;4;7;0;0
2011-09-27;7;41;10;13;26;4;12;0;0
2011-09-27;28;18;40;27;35;3;5;0;35496319
2011-09-30;28;25;5;11;35;2;7;0;0
2011-09-30;35;50;41;32;10;6;5;0;0
2011-09-30;6;7;28;35;8;6;7;0;0
2011-09-30;46;20;33;7;45;3;9;0;0
2011-09-30;28;15;44;31;5;1;6;3;48578058
2011-10-05;4;19;30;48;29;7;4;0;0
2011-10-05;10;27;7;18;15;6;1;0;0
2011-10-05;4;24;9;19;35;4;12;0;0
2011-10-05;44;4;11;25;6;3;10;0;0
2011-10-05;28;3;45;10;15;7;5;0;100000000
2011-10-06;6;41;10;22;46;2;8;0;0
2011-10-06;8;44;46;22;23;9;12;0;0
2011-10-06;36;24;21;11;48;12;10;0;0
2011-10-06;14;10;12;5;21;12;9;0;0
2011-10-06;37;20;3;48;19;8;11;0;68829142
2011-10-14;3;48;22;28;27;8;11;0;0
2011-10-14;5;13;2;41;22;6;4;0;0
2011-10-14;39;46;40;6;3;11;1;0;0
2011-10-14;40;42;2;20;14;8;9;0;0
2011-10-14;47;23;12;29;32;3;5;0;27483912
2011-10-18;29;17;36;32;3;5;2;0;0
2011-10-18;34;11;18;6;42;2;1;0;0
2011-10-18;38;14;31;50;5;1;4;0;0
2011-10-18;22;30;21;50;4;5;1;0;0
2011-10-18;46;18;37;48;23;2;10;0;35273363
2011-10-21;18;15;50;38;5;11;5;0;0
2011-10-21;37;9;14;38;11;5;10;0;0
2011-10-21;1;37;48;32;41;8;4;0;0
2011-10-21;45;30;7;3;46;5;7;0;0
2011-10-21;37;19;2;33;46;5;8;2;47998649
2011-10-25;30;44;3;46;10;3;9;0;0
2011-10-25;23;37;22;39;2;7;1;0;0
2011-10-25;8;17;47;27;30;9;8;0;0
2011-10-25;45;31;32;34;37;2;10;0;0
2011-10-25;39;28;22;12;27;4;10;0;15000000
2011-10-28;17;45;5;19;36;11;9;0;0
2011-10-28;49;15;38;12;11;1;2;0;0
2011-10-28;29;18;17;13;25;11;3;0;0
2011-10-28;28;8;29;22;32;10;12;0;0
2011-10-28;39;16;20;17;50;4;8;0;26983680
2011-11-02;49;28;41;27;38;5;7;0;0
2011-11-02;9;4;35;18;6;3;10;0;0
2011-11-02;48;9;5;3;37;6;8;0;0
2011-11-02;22;48;23;10;5;5;6;0;0
2011-11-02;15;14;12;19;23;7;8;0;15000000
2011-11-03;21;20;47;10;27;11;7;0;0
2011-11-03;16;23;19;32;21;5;4;0;0
2011-11-03;35;14;12;23;5;4;2;0;0
2011-11-03;43;16;49;2;26;3;11;0;0
2011-11-03;17;24;37;19;46;2;7;0;82769625
2011-11-10;26;47;30;46;29;5;3;0;0
2011-11-10;15;40;13;46;10;7;6;0;0
2011-11-10;21;6;39;19;28;5;7;0;0
2011-11-10;18;8;22;38;5;12;3;0;0
2011-11-10;12;16;4;1;48;9;10;0;15000000
2011-11-11;22;43;8;6;41;2;6;0;0
2011-11-11;10;35;42;15;6;10;12;0;0
2011-11-11;20;17;50;22;46;6;10;0;0
2011-11-11;30;2;37;45;46;8;9;0;0
2011-11-11;30;18;1;4;23;3;7;1;67939184
2011-11-15;8;18;36;14;31;11;2;0;0
2011-11-15;23;16;45;35;33;7;3;0;0
2011-11-15;45;2;12;33;32;9;8;0;0
2011-11-15;39;38;9;22;37;7;6;0;0
2011-11-15;47;17;22;6;45;3;11;1;15000000
2011-11-18;33;15;46;36;6;5;2;0;0
2011-11-18;22;23;7;43;15;9;5;0;0
2011-11-18;42;3;34;46;26;4;8;0;0
2011-11-18;41;17;16;13;15;2;5;0;0
2011-11-18;39;44;24;4;12;2;4;0;15000000
2011-11-22;32;20;21;38;7;7;4;0;0
2011-11-22;14;36;50;28;1;2;10;0;0
2011-11-22;1;14;13;21;39;3;8;0;0
2011-11-22;1;34;11;33;41;1;11;0;0
2011-11-22;16;40;38;24;18;2;4;0;21897137
2011-11-25;28;1;45;49;41;9;3;0;0
2011-11-25;44;40;47;17;36;12;6;0;0
2011-11-25;20;8;24;42;10;2;7;0;0
2011-11-25;32;29;16;19;5;11;5;0;0
2011-11-25;34;14;26;19;28;5;8;1;35062896
2011-11-29;7;47;12;10;45;3;7;0;0
2011-11-29;19;8;47;38;5;12;7;0;0
2011-11-29;14;30;10;45;25;8;1;0;0
2011-11-29;39;37;24;15;32;1;9;0;0
2011-11-29;25;50;11;45;41;7;2;0;15000000
2011-12-07;18;42;37;40;4;9;2;0;0
2011-12-07;36;20;1;18;37;2;9;0;0
2011-12-07;47;35;5;28;11;5;8;0;0
2011-12-07;44;46;49;19;2;1;9;0;0
2011-12-07;19;17;42;45;38;9;10;1;185000000
2011-12-08;28;24;16;43;17;5;8;0;0
2011-12-08;29;13;46;19;17;1;2;0;0
2011-12-08;3;6;43;47;21;1;5;0;0
2011-12-08;10;50;24;4;11;1;4;0;0
2011-12-08;7;20;37;10;27;7;4;0;46432977
2011-12-13;9;16;41;48;24;7;8;0;0
2011-12-13;41;17;12;16;24;10;5;0;0
2011-12-13;26;29;36;31;37;12;3;0;0
2011-12-13;47;12;8;31;39;6;3;0;0
2011-12-13;12;37;18;33;7;1;11;0;34268472
2011-12-16;27;13;35;5;46;7;12;0;0
2011-12-16;34;15;4;20;49;12;1;0;0
2011-12-16;45;29;12;6;7;10;4;0;0
2011-12-16;6;12;18;9;16;7;3;0;0
2011-12-16;10;2;23;31;5;5;2;1;46576447
2011-12-20;26;4;17;6;12;10;8;0;0
2011-12-20;24;21;22;26;31;7;4;0;0
2011-12-20;33;6;45;47;40;6;5;0;0
2011-12-20;41;9;10;44;26;3;4;0;0
2011-12-20;14;48;1;9;12;7;1;0;15000000
2011-12-23;36;46;18;6;7;5;9;0;0
2011-12-23;28;8;22;43;1;4;7;0;0
2011-12-23;25;12;24;10;26;4;6;0;0
2011-12-23;24;45;22;46;47;5;1;0;0
2011-12-23;22;7;24;28;21;1;11;0;30860915
2011-12-27;25;15;17;6;43;9;8;0;0
2011-12-27;44;34;17;20;24;5;7;0;0
2011-12-27;29;5;14;36;38;2;11;0;0
2011-12-27;27;16;28;49;45;8;2;0;0
2011-12-27;26;21;25;19;44;7;3;0;38129375
2011-12-30;11;46;25;17;37;10;6;0;0
2011-12-30;40;29;19;43;27;12;6;0;0
2011-12-30;29;43;49;36;40;1;11;0;0
2011-12-30;5;28;16;29;46;11;3;0;0
2011-12-30;36;44;43;16;50;8;7;0;51792389
2012-01-05;37;32;25;27;35;6;7;0;0
2012-01-05;49;14;35;33;37;5;6;0;0
2012-01-05;43;1;41;35;36;7;3;0;0
2012-01-05;9;16;1;47;14;11;1;0;0
2012-01-05;4;15;41;5;19;11;9;0;15000000
2012-01-06;25;43;40;21;29;10;3;0;0
2012-01-06;30;47;24;15;8;10;9;0;0
2012-01-06;37;11;41;4;25;9;1;0;0
2012-01-06;15;43;13;26;49;9;12;0;0
2012-01-06;26;2;36;14;4;9;10;0;120024029
2012-01-13;27;5;8;1;26;10;3;0;0
2012-01-13;12;3;20;5;31;11;6;0;0
2012-01-13;30;32;39;7;14;11;1;0;0
2012-01-13;24;41;9;15;22;1;11;0;0
2012-01-13;39;13;21;14;27;8;6;0;29204007
2012-01-17;24;17;43;4;1;7;9;0;0
2012-01-17;1;40;6;48;32;8;12;0;0
2012-01-17;15;12;2;4;24;7;10;0;0
2012-01-17;19;11;9;18;3;9;2;0;0
2012-01-17;12;44;22;30;31;5;6;0;36496417
2012-01-20;1;39;44;10;28;2;8;0;0
2012-01-20;31;11;30;10;18;5;2;0;0
2012-01-20;12;28;17;23;27;8;7;0;0
2012-01-20;12;37;43;28;17;4;5;0;0
2012-01-20;10;28;27;2;22;8;6;1;48895464
2012-01-24;14;26;30;5;34;8;2;0;0
2012-01-24;27;6;14;49;5;3;11;0;0
2012-01-24;47;49;25;41;12;3;2;0;0
2012-01-24;7;43;47;34;6;2;3;0;0
2012-01-24;1;20;6;2;36;11;8;0;15000000
2012-01-27;31;22;12;9;38;3;12;0;0
2012-01-27;34;23;15;41;6;7;5;0;0
2012-01-27;7;10;43;18;38;12;9;0;0
2012-01-27;7;36;30;6;34;3;1;0;0
2012-01-27;10;19;44;13;39;6;2;0;26630721
2012-01-31;14;31;26;22;4;8;12;0;0
2012-01-31;26;45;11;14;47;6;7;0;0
2012-01-31;38;3;30;36;45;8;1;0;0
2012-01-31;33;19;27;15;6;9;12;0;0
2012-01-31;43;34;38;9;45;4;2;0;33767650
2012-02-03;27;8;37;16;35;8;11;0;0
2012-02-03;24;44;12;42;2;1;7;0;0
2012-02-03;23;17;31;39;26;9;5;0;0
2012-02-03;6;43;9;19;44;3;11;0;0
2012-02-03;44;5;11;6;30;6;2;1;26670951
2012-02-10;12;27;24;46;23;7;2;0;0
2012-02-10;45;2;26;36;13;12;3;0;0
2012-02-10;2;43;35;30;13;10;3;0;0
2012-02-10;23;14;21;16;50;3;1;0;0
2012-02-10;16;42;21;36;4;8;7;0;15000000
2012-02-11;26;28;46;1;40;4;5;0;0
2012-02-11;27;22;26;7;35;8;1;0;0
2012-02-11;26;34;24;29;22;10;6;0;0
2012-02-11;39;10;12;40;41;9;12;0;0
2012-02-11;6;10;3;44;11;3;4;0;119125945
2012-02-14;40;14;5;36;11;3;1;0;0
2012-02-14;25;48;29;9;8;3;4;0;0
2012-02-14;39;50;1;20;23;6;1;0;0
2012-02-14;8;19;44;15;6;12;11;0;0
2012-02-14;36;14;42;46;27;11;8;0;22361166
2012-02-17;43;29;37;31;22;11;4;0;0
2012-02-17;28;35;18;22;48;10;6;0;0
2012-02-17;16;29;28;9;30;7;1;0;0
2012-02-17;30;35;5;49;39;4;9;0;0
2012-02-17;11;4;47;28;38;11;10;0;34279343
2012-02-21;11;50;2;48;7;5;10;0;0
2012-02-21;34;26;32;35;18;7;12;0;0
2012-02-21;13;38;5;26;25;2;10;0;0
2012-02-21;25;32;14;6;4;11;2;0;0
2012-02-21;11;24;14;25;29;11;7;0;41851240
2012-02-24;1;12;43;27;44;2;10;0;0
2012-02-24;23;30;32;42;4;5;6;0;0
2012-02-24;20;14;44;50;4;3;1;0;0
2012-02-24;5;50;21;34;39;9;11;0;0
2012-02-24;34;3;12;26;7;10;8;1;54897476
2012-02-28;20;28;32;50;42;9;12;0;0
2012-02-28;31;41;21;19;9;7;6;0;0
2012-02-28;1;48;44;10;5;1;3;0;0
2012-02-28;21;28;42;29;49;3;4;0;0
2012-02-28;10;48;1;17;33;2;3;0;15000000
2012-03-01;36;31;44;47;49;9;3;0;0
2012-03-01;40;7;41;44;9;1;12;0;0
2012-03-01;31;35;10;1;20;2;7;0;0
2012-03-01;11;5;15;7;42;4;1;0;0
2012-03-01;42;30;45;3;49;5;10;0;59857419
2012-03-02;9;47;23;3;27;5;7;0;0
2012-03-02;47;19;42;36;27;3;7;0;0
2012-03-02;3;47;15;26;23;5;6;0;0
2012-03-02;48;38;31;22;9;4;9;0;0
2012-03-02;16;20;19;25;28;1;10;0;46106653
2012-03-04;19;26;12;20;44;9;1;0;0
2012-03-04;24;49;11;43;45;11;9;0;0
2012-03-04;42;3;9;16;23;6;1;0;0
2012-03-04;39;11;1;32;37;8;12;0;0
2012-03-04;1;8;18;25;30;10;9;0;21716352
2012-03-07;41;4;47;17;29;12;6;0;0
2012-03-07;37;16;25;23;9;11;1;0;0
2012-03-07;46;27;45;33;2;10;8;0;0
2012-03-07;50;16;36;45;26;12;5;0;0
2012-03-07;22;7;2;40;27;6;3;0;40811640
2012-03-08;1;26;21;25;6;12;6;0;0
2012-03-08;7;4;32;42;17;9;7;0;0
2012-03-08;32;15;24;12;4;11;6;0;0
2012-03-08;48;24;13;34;20;2;5;0;0
2012-03-08;34;35;42;24;46;5;1;0;180011715
2012-03-13;49;41;25;39;19;6;12;0;0
2012-03-13;17;36;44;33;9;9;12;0;0
2012-03-13;4;44;48;20;32;3;6;0;0
2012-03-13;9;18;33;47;10;11;4;0;0
2012-03-13;47;1;25;10;43;8;9;0;33798147
2012-03-16;31;12;1;46;3;12;4;0;0
2012-03-16;24;16;4;34;14;1;11;0;0
2012-03-16;38;10;19;3;12;4;6;0;0
2012-03-16;30;21;2;5;46;8;3;0;0
2012-03-16;12;4;50;3;23;4;7;1;45758710
2012-03-20;11;3;35;38;15;12;2;0;0
2012-03-20;44;8;1;6;25;4;6;0;0
2012-03-20;13;3;32;46;27;11;3;0;0
2012-03-20;5;25;14;43;19;3;6;0;0
2012-03-20;28;30;15;16;46;3;4;0;15000000
2012-03-23;22;15;37;46;2;5;12;0;0
2012-03-23;10;23;33;21;28;7;11;0;0
2012-03-23;43;20;10;44;9;10;2;0;0
2012-03-23;28;7;40;48;49;5;8;0;0
2012-03-23;50;15;9;23;31;8;11;1;26096499
2012-03-27;14;17;28;26;46;12;8;0;0
2012-03-27;38;24;15;36;30;9;8;0;0
2012-03-27;37;28;5;12;39;9;3;0;0
2012-03-27;44;29;15;7;37;8;10;0;0
2012-03-27;29;36;27;34;24;7;8;1;15000000
2012-03-30;25;41;20;6;8;11;5;0;0
2012-03-30;3;18;49;28;22;4;7;0;0
2012-03-30;34;12;30;2;48;1;3;0;0
2012-03-30;29;44;27;15;42;1;7;0;0
2012-03-30;46;17;23;4;36;10;6;0;15000000
2012-04-05;34;14;50;43;37;1;11;0;0
2012-04-05;5;14;38;4;26;5;11;0;0
2012-04-05;31;41;17;12;25;4;10;0;0
2012-04-05;12;43;17;41;37;7;8;0;0
2012-04-05;26;41;40;39;3;1;2;0;25968725
2012-04-09;13;4;45;7;50;8;1;0;0
2012-04-09;32;26;15;6;3;2;12;0;0
2012-04-09;3;47;31;29;40;8;9;0;0
2012-04-09;47;13;8;9;24;9;8;0;0
2012-04-09;18;39;17;44;11;10;5;0;34855964
2012-04-12;46;11;47;45;43;4;5;0;0
2012-04-12;48;42;17;46;50;5;9;0;0
2012-04-12;29;48;21;38;10;8;5;0;0
2012-04-12;11;25;39;9;50;10;1;0;0
2012-04-12;29;5;28;44;10;2;4;0;42363921
2012-04-13;19;14;46;35;49;8;12;0;0
2012-04-13;36;44;50;29;46;6;9;0;0
2012-04-13;31;1;45;14;19;1;11;0;0
2012-04-13;39;14;49;34;17;2;10;0;0
2012-04-13;8;39;43;13;26;3;5;1;53763217
2012-04-17;27;4;21;35;8;2;4;0;0
2012-04-17;9;28;45;16;31;4;5;0;0
2012-04-17;26;41;8;48;31;10;7;0;0
2012-04-17;33;1;18;7;13;3;12;0;0
2012-04-17;10;28;49;48;33;10;1;0;15000000
2012-04-20;7;20;41;32;30;1;6;0;0
2012-04-20;26;30;28;33;42;6;12;0;0
2012-04-20;22;31;38;46;45;6;7;0;0
2012-04-20;8;5;14;23;39;5;2;0;0
2012-04-20;32;41;29;3;6;11;10;0;26031384
2012-04-24;26;27;25;22;11;5;9;0;0
2012-04-24;42;27;47;14;9;9;5;0;0
2012-04-24;6;5;4;22;32;9;5;0;0
2012-04-24;11;39;5;8;26;3;2;0;0
2012-04-24;8;24;48;43;9;3;5;0;32867376
2012-04-27;5;31;32;33;24;6;9;0;0
2012-04-27;15;48;24;43;45;7;6;0;0
2012-04-27;42;24;39;1;38;2;1;0;0
2012-04-27;37;6;20;47;11;5;2;0;0
2012-04-27;36;43;30;27;20;1;6;1;44407281
2012-05-06;42;25;24;37;28;5;3;0;0
2012-05-06;25;6;24;7;42;9;2;0;0
2012-05-06;29;27;14;30;6;11;7;0;0
2012-05-06;22;40;18;38;49;5;3;0;0
2012-05-06;13;49;37;47;34;8;9;0;134974395
2012-05-10;36;10;39;42;34;6;4;0;0
2012-05-10;50;48;1;21;25;11;5;0;0
2012-05-10;9;12;30;39;32;1;4;0;0
2012-05-10;49;34;48;16;2;1;3;0;0
2012-05-10;19;16;18;21;9;3;2;0;26871790
2012-05-15;31;34;1;23;3;12;10;0;0
2012-05-15;19;34;1;3;24;2;4;0;0
2012-05-15;34;8;17;33;18;9;1;0;0
2012-05-15;41;17;49;24;22;10;9;0;0
2012-05-15;13;2;50;11;26;5;2;0;51753790
2012-05-18;39;18;23;22;45;3;2;0;0
2012-05-18;26;23;37;22;36;12;10;0;0
2012-05-18;38;21;17;2;9;5;2;0;0
2012-05-18;9;40;34;26;22;2;4;0;0
2012-05-18;29;50;43;47;13;9;11;0;65687547
2012-05-22;50;35;23;46;4;3;10;0;0
2012-05-22;49;3;12;35;44;10;11;0;0
2012-05-22;33;47;37;27;23;7;10;0;0
2012-05-22;43;4;5;11;19;9;12;0;0
2012-05-22;31;32;41;16;37;7;1;0;74848794
2012-05-25;37;43;40;38;9;8;10;0;0
2012-05-25;39;42;45;32;41;4;2;0;0
2012-05-25;46;5;3;40;23;4;3;0;0
2012-05-25;34;30;21;41;49;8;6;0;0
2012-05-25;35;12;22;49;46;2;8;0;89779597
2012-05-29;24;21;39;10;29;10;2;0;0
2012-05-29;45;13;21;40;36;6;1;0;0
2012-05-29;43;20;50;46;2;8;11;0;0
2012-05-29;15;25;13;38;20;6;10;0;0
2012-05-29;28;17;25;15;8;3;11;0;101071615
2012-06-01;7;1;27;12;19;8;11;0;0
2012-06-01;10;2;3;38;41;5;9;0;0
2012-06-01;35;36;16;6;9;1;9;0;0
2012-06-01;3;2;5;33;30;6;3;0;0
2012-06-01;1;6;10;31;12;7;2;2;73113566
2012-06-03;15;22;29;33;7;12;1;0;0
2012-06-03;3;46;45;48;11;10;4;0;0
2012-06-03;38;48;42;8;35;12;5;0;0
2012-06-03;45;16;18;21;30;4;8;0;0
2012-06-03;23;47;27;37;24;6;2;0;15000000
2012-06-04;50;15;42;2;23;1;7;0;0
2012-06-04;26;32;9;34;1;4;12;0;0
2012-06-04;29;31;1;8;46;4;1;0;0
2012-06-04;50;10;25;33;48;10;12;0;0
2012-06-04;11;35;45;20;30;2;3;0;32751944
2012-06-07;46;25;33;4;7;2;6;0;0
2012-06-07;41;18;26;3;35;5;1;0;0
2012-06-07;11;28;13;18;15;1;8;0;0
2012-06-07;18;31;14;25;43;1;7;0;0
2012-06-07;40;42;38;31;32;3;1;0;53006942
2012-06-11;8;4;38;7;23;11;5;0;0
2012-06-11;40;33;26;44;37;3;11;0;0
2012-06-11;29;44;47;26;1;10;6;0;0
2012-06-11;21;5;12;39;15;6;4;0;0
2012-06-11;35;25;20;41;7;1;9;0;132672800
2012-06-15;45;48;23;29;8;4;12;0;0
2012-06-15;20;39;42;27;7;7;8;0;0
2012-06-15;17;3;45;34;29;9;3;0;0
2012-06-15;49;45;5;47;17;4;12;0;0
2012-06-15;48;38;27;22;10;3;7;2;26828456
2012-06-19;46;1;7;30;29;4;12;0;0
2012-06-19;43;32;39;1;24;6;8;0;0
2012-06-19;7;16;45;18;27;11;7;0;0
2012-06-19;2;14;17;16;12;2;7;0;0
2012-06-19;17;20;50;7;35;5;11;1;15000000
2012-06-22;48;50;2;43;12;10;3;0;0
2012-06-22;4;21;17;26;35;7;5;0;0
2012-06-22;38;45;23;34;43;11;4;0;0
2012-06-22;47;41;5;44;14;6;12;0;0
2012-06-22;18;14;19;43;49;7;3;0;15000000
2012-06-26;2;35;45;1;36;7;2;0;0
2012-06-26;4;38;18;33;20;5;11;0;0
2012-06-26;31;8;2;20;21;12;5;0;0
2012-06-26;45;11;16;43;19;1;12;0;0
2012-06-26;11;22;35;20;1;10;8;0;21896089
2012-06-29;11;6;5;35;16;7;8;0;0
2012-06-29;15;36;46;43;33;6;5;0;0
2012-06-29;21;19;16;24;35;5;10;0;0
2012-06-29;4;15;27;17;9;6;9;0;0
2012-06-29;14;17;28;39;29;11;1;0;33263796
2012-07-02;26;24;23;27;8;3;6;0;0
2012-07-02;49;23;28;7;43;2;12;0;0
2012-07-02;7;9;44;15;38;6;5;0;0
2012-07-02;39;36;45;27;4;11;5;0;0
2012-07-02;15;3;17;33;28;2;4;1;54252968
2012-07-08;18;26;45;5;34;10;2;0;0
2012-07-08;42;41;44;8;36;5;7;0;0
2012-07-08;41;46;45;44;43;6;3;0;0
2012-07-08;50;21;4;2;18;9;2;0;0
2012-07-08;20;50;34;46;27;3;2;0;190000000
2012-07-09;3;29;19;9;16;10;7;0;0
2012-07-09;48;47;17;44;25;5;1;0;0
2012-07-09;7;21;2;1;42;5;6;0;0
2012-07-09;23;41;27;8;36;11;3;0;0
2012-07-09;15;35;13;30;42;4;6;1;47319633
2012-07-12;10;26;31;25;32;7;3;0;0
2012-07-12;36;29;23;14;49;2;8;0;0
2012-07-12;25;19;31;18;3;10;11;0;0
2012-07-12;29;1;18;24;10;4;7;0;0
2012-07-12;10;18;31;42;16;2;5;0;54583279
2012-07-13;3;45;14;24;46;4;1;0;0
2012-07-13;10;8;23;26;22;9;6;0;0
2012-07-13;48;42;1;9;50;5;1;0;0
2012-07-13;21;38;22;44;16;4;8;0;0
2012-07-13;18;46;35;25;8;9;4;0;76630917
2012-07-17;14;32;2;31;28;8;10;0;0
2012-07-17;11;35;3;50;37;7;10;0;0
2012-07-17;16;40;11;30;21;8;6;0;0
2012-07-17;28;47;25;5;46;6;1;0;0
2012-07-17;24;2;43;7;46;10;8;0;85954935
2012-07-20;27;34;15;17;6;1;4;0;0
2012-07-20;50;1;3;13;9;1;12;0;0
2012-07-20;32;15;31;46;41;1;2;0;0
2012-07-20;49;16;40;46;23;11;6;0;0
2012-07-20;19;23;10;45;49;9;10;0;101392999
2012-07-24;37;21;44;39;2;4;1;0;0
2012-07-24;37;5;9;15;17;11;2;0;0
2012-07-24;46;31;40;29;28;10;11;0;0
2012-07-24;44;22;48;45;18;10;1;0;0
2012-07-24;18;25;4;16;44;11;1;0;112218632
2012-07-27;39;50;28;20;9;3;10;0;0
2012-07-27;17;10;15;11;21;3;5;0;0
2012-07-27;48;45;7;16;34;8;4;0;0
