Date;N1;N2;N3;N4;N5;E1;E2;Winner;Gain;Result
2019-07-19;02;14;27;32;39;02;10;0;0;lose
2019-07-19;02;04;11;18;19;03;10;0;0;lose
2019-07-19;19;24;29;35;47;01;06;0;0;lose
2019-07-16;3;5;13;18;39;7;8;0;97000000;win
2019-07-16;04;05;18;22;23;06;07;0;0;lose
2019-07-16;07;19;35;41;42;01;10;0;0;lose
2019-07-16;11;26;45;46;48;06;09;0;0;lose
2019-07-16;12;20;32;38;43;03;09;0;0;lose
2019-07-12;2;31;39;45;47;4;8;0;90000000;win
2019-07-12;06;07;21;27;48;08;10;0;0;lose
2019-07-12;07;12;40;47;49;08;09;0;0;lose
2019-07-12;06;22;23;39;42;02;10;0;0;lose
2019-07-12;27;29;30;38;45;04;05;0;0;lose
2019-07-09;7;29;32;36;41;6;7;0;81000000;win
2019-07-09;17;21;25;38;40;03;07;0;0;lose
2019-07-09;08;37;42;44;49;11;12;0;0;lose
2019-07-09;16;28;41;47;48;01;05;0;0;lose
2019-07-09;16;20;26;31;33;03;05;0;0;lose
2019-07-05;2;9;20;34;42;6;9;0;74000000;win
2019-07-05;05;08;09;25;49;04;12;0;0;lose
2019-07-05;02;16;21;28;39;04;11;0;0;lose
2019-07-05;02;25;26;44;46;02;08;0;0;lose
2019-07-05;05;31;33;34;50;07;11;0;0;lose
2019-07-02;11;19;29;44;45;8;12;0;66000000;win
2019-07-02;13;18;23;34;35;05;10;0;0;lose
2019-07-02;04;11;12;13;40;02;06;0;0;lose
2019-07-02;04;11;32;39;41;06;10;0;0;lose
2019-07-02;02;05;30;43;50;02;04;0;0;lose
2019-06-28;1;3;16;33;49;2;11;0;56000000;win
2019-06-28;17;36;41;45;47;01;11;0;0;lose
2019-06-28;07;13;20;43;47;08;12;0;0;lose
2019-06-28;04;19;32;38;46;10;11;0;0;lose
2019-06-28;07;09;30;42;48;01;12;0;0;lose
2019-06-25;6;26;27;34;46;1;9;0;45000000;win
2019-06-25;15;20;24;38;42;03;10;0;0;lose
2019-06-25;12;19;28;35;40;04;10;0;0;lose
2019-06-25;06;17;25;38;41;02;09;0;0;lose
2019-06-25;19;20;21;34;43;01;06;0;0;lose
2019-06-21;5;8;9;25;39;3;7;0;36000000;win
2019-06-21;01;17;18;23;46;10;12;0;0;lose
2019-06-21;04;07;23;29;43;08;11;0;0;lose
2019-06-21;11;19;32;36;45;03;07;0;0;lose
2019-06-21;02;04;05;22;32;01;10;0;0;lose
2019-06-18;12;24;37;40;44;3;7;0;24000000;win
2019-06-18;10;22;25;44;50;04;08;0;0;lose
2019-06-18;15;21;22;43;50;05;12;0;0;lose
2019-06-18;01;04;12;26;27;02;09;0;0;lose
2019-06-18;34;36;44;47;48;06;10;0;0;lose
2019-06-14;1;13;30;31;39;2;7;0;17000000;win
2019-06-14;01;02;14;15;39;02;05;0;0;lose
2019-06-14;02;03;16;18;30;02;11;0;0;lose
2019-06-14;01;03;06;15;21;08;09;0;0;lose
2019-06-14;06;25;39;44;47;03;04;0;0;lose
2019-06-11;25;27;39;42;46;11;12;1;139000000;win
2019-06-11;01;06;16;28;43;03;08;0;0;lose
2019-06-11;02;24;42;46;49;01;03;0;0;lose
2019-06-11;10;17;20;30;35;09;12;0;0;lose
2019-06-11;05;33;36;38;42;07;11;0;0;lose
2019-06-07;1;4;16;20;34;2;5;0;130000000;win
2019-06-07;05;12;13;41;48;06;12;0;0;lose
2019-06-07;03;12;22;24;34;01;02;0;0;lose
2019-06-07;09;20;25;34;47;04;05;0;0;lose
2019-06-07;21;23;33;38;48;01;06;0;0;lose
2019-06-04;9;31;32;39;41;2;8;0;24000000;win
2019-06-04;09;13;17;30;36;06;12;0;0;lose
2019-06-04;16;32;40;41;44;03;07;0;0;lose
2019-06-04;11;18;32;36;39;04;11;0;0;lose
2019-06-04;02;18;25;32;49;02;05;0;0;lose
2019-05-31;1;23;24;26;35;1;11;0;17000000;win
2019-05-31;11;15;16;19;31;01;03;0;0;lose
2019-05-31;12;34;36;40;42;08;11;0;0;lose
2019-05-31;01;02;18;23;25;06;10;0;0;lose
2019-05-31;02;14;34;47;50;02;03;0;0;lose
2019-05-28;7;19;20;28;29;1;5;2;66000000;win
2019-05-28;30;41;43;45;49;01;02;0;0;lose
2019-05-28;14;16;21;28;42;04;07;0;0;lose
2019-05-28;19;28;37;41;49;04;07;0;0;lose
2019-05-28;01;36;38;40;46;01;12;0;0;lose
2019-05-24;5;16;23;30;49;6;7;0;57000000;win
2019-05-24;07;17;36;44;46;06;09;0;0;lose
2019-05-24;06;25;28;34;40;02;07;0;0;lose
2019-05-24;17;23;30;33;42;04;10;0;0;lose
2019-05-24;06;11;31;35;50;01;02;0;0;lose
2019-05-21;32;33;34;39;47;8;12;0;44000000;win
2019-05-21;08;09;22;47;49;03;04;0;0;lose
2019-05-21;10;13;14;26;48;03;05;0;0;lose
2019-05-21;04;07;10;18;41;08;10;0;0;lose
2019-05-21;13;14;21;24;30;09;12;0;0;lose
2019-05-17;16;28;42;43;45;6;7;0;36000000;win
2019-05-17;03;09;26;30;48;02;11;0;0;lose
2019-05-17;08;09;22;36;40;03;09;0;0;lose
2019-05-17;01;24;39;47;50;02;11;0;0;lose
2019-05-17;01;04;13;33;34;02;06;0;0;lose
2019-05-14;10;14;17;25;50;2;10;0;25000000;win
2019-05-14;07;15;18;19;38;08;11;0;0;lose
2019-05-14;07;27;32;37;41;02;07;0;0;lose
2019-05-14;04;05;22;34;36;01;05;0;0;lose
2019-05-14;15;23;38;39;43;09;10;0;0;lose
2019-05-10;1;4;27;45;48;1;7;0;17000000;win
2019-05-10;04;13;14;23;27;01;05;0;0;lose
2019-05-10;01;10;27;37;44;10;11;0;0;lose
2019-05-10;02;24;30;36;40;05;11;0;0;lose
2019-05-10;05;10;22;28;32;06;08;0;0;lose
2019-05-07;7;20;26;32;47;2;11;1;25000000;win
2019-05-07;07;12;17;21;36;03;11;0;0;lose
2019-05-07;06;07;09;15;38;04;11;0;0;lose
2019-05-07;06;16;20;40;41;03;04;0;0;lose
2019-05-07;02;11;32;34;49;01;02;0;0;lose
2019-05-03;2;9;20;27;43;5;6;0;17000000;win
2019-05-03;12;16;24;45;49;10;12;0;0;lose
2019-05-03;17;25;34;41;47;04;07;0;0;lose
2019-05-03;12;19;25;31;36;02;08;0;0;lose
2019-05-03;09;14;20;23;29;05;07;0;0;lose
2019-04-30;5;12;20;26;48;2;11;1;25000000;win
2019-04-30;02;06;26;32;42;03;12;0;0;lose
2019-04-30;10;21;39;41;42;06;09;0;0;lose
2019-04-30;08;16;17;19;30;02;12;0;0;lose
2019-04-30;25;28;30;35;48;02;03;0;0;lose
2019-04-26;14;33;35;47;50;9;11;0;17000000;win
2019-04-26;03;04;11;12;46;06;11;0;0;lose
2019-04-26;27;28;31;39;42;08;10;0;0;lose
2019-04-26;12;28;32;33;38;08;11;0;0;lose
2019-04-26;06;19;23;26;43;03;10;0;0;lose
2019-04-23;18;23;27;42;44;2;7;1;44000000;win
2019-04-23;07;09;29;31;33;02;04;0;0;lose
2019-04-23;14;19;20;23;50;01;10;0;0;lose
2019-04-23;03;04;08;36;39;01;10;0;0;lose
2019-04-23;02;16;23;42;49;02;12;0;0;lose
2019-04-19;7;8;32;41;49;5;11;0;36000000;win
2019-04-19;06;18;29;43;45;04;07;0;0;lose
2019-04-19;07;24;29;36;41;08;12;0;0;lose
2019-04-19;05;14;17;18;29;02;12;0;0;lose
2019-04-19;11;23;26;33;37;09;12;0;0;lose
2019-04-16;1;8;15;44;49;2;11;0;25000000;win
2019-04-16;01;11;14;20;46;04;08;0;0;lose
2019-04-16;09;14;17;29;48;08;10;0;0;lose
2019-04-16;23;26;29;44;47;03;11;0;0;lose
2019-04-16;03;09;13;29;44;03;12;0;0;lose
2019-04-12;1;28;35;36;46;6;9;0;17000000;win
2019-04-12;16;19;26;37;44;07;11;0;0;lose
2019-04-12;07;15;20;32;46;03;06;0;0;lose
2019-04-12;03;16;18;34;39;05;08;0;0;lose
2019-04-12;08;16;26;30;43;03;11;0;0;lose
2019-04-09;18;21;29;38;41;1;11;1;79000000;win
2019-04-09;02;16;18;20;43;07;10;0;0;lose
2019-04-09;06;15;17;23;32;05;10;0;0;lose
2019-04-09;14;16;25;30;39;05;09;0;0;lose
2019-04-09;02;06;15;23;27;03;10;0;0;lose
2019-04-05;1;7;10;29;45;3;5;0;72000000;win
2019-04-05;12;38;41;44;48;04;12;0;0;lose
2019-04-05;01;17;43;46;49;06;12;0;0;lose
2019-04-05;07;11;20;41;46;02;05;0;0;lose
2019-04-05;02;19;20;21;38;02;09;0;0;lose
2019-04-02;2;9;16;26;36;6;7;0;59000000;win
2019-04-02;16;30;34;39;42;05;11;0;0;lose
2019-04-02;07;21;32;34;39;02;06;0;0;lose
2019-04-02;03;06;09;34;40;07;11;0;0;lose
2019-04-02;07;09;18;41;42;04;08;0;0;lose
2019-03-29;13;23;26;32;47;6;10;0;49000000;win
2019-03-29;14;18;23;25;27;02;11;0;0;lose
2019-03-29;03;04;18;25;29;11;12;0;0;lose
2019-03-29;01;16;29;44;49;01;09;0;0;lose
2019-03-29;04;11;14;46;50;05;08;0;0;lose
2019-03-26;12;19;23;43;47;2;6;0;37000000;win
2019-03-26;02;06;18;19;35;04;09;0;0;lose
2019-03-26;17;19;24;31;50;06;08;0;0;lose
2019-03-26;15;23;33;41;50;02;12;0;0;lose
2019-03-26;30;36;42;44;47;03;06;0;0;lose
2019-03-22;4;17;26;30;43;6;11;0;28000000;win
2019-03-22;10;15;16;47;48;05;06;0;0;lose
2019-03-22;17;18;19;33;36;06;09;0;0;lose
2019-03-22;07;09;17;36;45;03;05;0;0;lose
2019-03-22;03;04;16;28;47;02;05;0;0;lose
2019-03-19;1;6;9;34;47;7;12;0;17000000;win
2019-03-19;05;06;14;17;22;01;02;0;0;lose
2019-03-19;03;11;13;42;47;02;04;0;0;lose
2019-03-19;02;06;11;12;43;07;11;0;0;lose
2019-03-19;06;16;31;40;46;09;12;0;0;lose
2019-03-15;3;15;24;42;46;9;12;1;82000000;win
2019-03-15;14;21;28;37;41;07;08;0;0;lose
2019-03-15;02;05;20;41;49;05;09;0;0;lose
2019-03-15;03;20;25;35;43;01;10;0;0;lose
2019-03-15;12;19;27;31;32;02;06;0;0;lose
2019-03-12;5;7;13;19;31;2;9;0;73000000;win
2019-03-12;11;28;40;43;49;07;08;0;0;lose
2019-03-12;07;19;20;23;36;07;08;0;0;lose
2019-03-12;14;29;31;34;42;03;07;0;0;lose
2019-03-12;12;20;38;48;49;10;11;0;0;lose
2019-03-08;17;18;19;24;40;4;8;0;62000000;win
2019-03-08;02;06;17;33;48;08;11;0;0;lose
2019-03-08;02;16;19;42;50;01;09;0;0;lose
2019-03-08;02;14;20;37;41;03;09;0;0;lose
2019-03-08;13;18;22;30;37;01;11;0;0;lose
2019-03-05;6;10;16;39;46;8;11;0;49000000;win
2019-03-05;12;13;16;39;50;04;06;0;0;lose
2019-03-05;13;15;17;30;45;03;10;0;0;lose
2019-03-05;01;09;16;17;32;01;05;0;0;lose
2019-03-05;19;24;32;43;48;01;09;0;0;lose
2019-03-01;6;9;19;26;31;11;12;0;39000000;win
2019-03-01;02;12;34;44;50;08;12;0;0;lose
2019-03-01;03;15;19;27;33;04;06;0;0;lose
2019-03-01;12;17;18;28;31;06;10;0;0;lose
2019-03-01;07;11;12;40;42;02;11;0;0;lose
2019-02-26;3;15;29;35;47;3;4;0;25000000;win
2019-02-26;16;28;35;37;43;04;05;0;0;lose
2019-02-26;03;28;38;46;50;07;10;0;0;lose
2019-02-26;12;14;19;29;35;08;12;0;0;lose
2019-02-26;27;38;43;47;49;04;11;0;0;lose
2019-02-22;3;27;29;33;50;3;7;0;0;win
2019-02-22;06;21;24;27;32;02;05;0;0;lose
2019-02-22;09;15;20;21;42;02;03;0;0;lose
2019-02-22;02;09;18;41;42;04;10;0;0;lose
2019-02-22;06;09;17;20;26;01;02;0;0;lose
2019-02-19;1;8;18;19;39;7;9;1;176000000;win
2019-02-19;02;06;22;28;49;02;03;0;0;lose
2019-02-19;05;14;20;27;28;01;08;0;0;lose
2019-02-19;13;14;17;31;35;01;08;0;0;lose
2019-02-19;01;04;15;29;33;01;12;0;0;lose
2019-02-15;15;27;34;38;49;2;10;0;164000000;win
2019-02-15;24;29;35;47;50;05;09;0;0;lose
2019-02-15;03;20;25;37;47;02;06;0;0;lose
2019-02-15;16;29;38;46;49;01;09;0;0;lose
2019-02-15;03;13;25;32;47;02;12;0;0;lose
2019-02-12;6;34;36;41;50;1;5;0;151000000;win
2019-02-12;02;27;30;32;44;05;06;0;0;lose
2019-02-12;12;26;32;36;39;01;05;0;0;lose
2019-02-12;03;06;16;28;50;03;07;0;0;lose
2019-02-12;15;16;36;44;45;02;10;0;0;lose
2019-02-08;11;12;13;39;46;7;10;0;141000000;win
2019-02-08;07;37;38;48;50;02;10;0;0;lose
2019-02-08;05;06;27;30;45;04;08;0;0;lose
2019-02-08;05;11;14;20;46;05;06;0;0;lose
2019-02-08;03;15;32;33;40;02;07;0;0;lose
2019-02-05;14;25;31;37;43;2;3;0;128000000;win
2019-02-05;03;18;40;41;45;05;12;0;0;lose
2019-02-05;08;15;25;31;32;10;11;0;0;lose
2019-02-05;07;15;24;43;49;10;12;0;0;lose
2019-02-05;02;14;24;43;47;06;12;0;0;lose
2019-02-01;3;21;26;41;46;1;6;0;120000000;win
2019-02-01;04;08;24;39;47;07;10;0;0;lose
2019-02-01;10;15;35;43;44;04;09;0;0;lose
2019-02-01;02;07;16;17;49;11;12;0;0;lose
2019-02-01;02;03;36;47;49;03;11;0;0;lose
2019-01-29;14;24;26;32;39;3;8;0;84000000;win
2019-01-29;09;12;13;18;48;09;11;0;0;lose
2019-01-29;02;03;15;22;28;02;10;0;0;lose
2019-01-29;17;33;36;38;49;02;03;0;0;lose
2019-01-29;02;04;09;11;24;04;06;0;0;lose
2019-01-25;1;6;13;15;16;6;10;0;78000000;win
2019-01-25;03;29;33;34;36;06;07;0;0;lose
2019-01-25;26;32;34;43;45;02;04;0;0;lose
2019-01-25;18;23;25;30;36;01;09;0;0;lose
2019-01-25;10;12;17;33;46;08;10;0;0;lose
2019-01-22;9;23;29;41;49;8;10;0;70000000;win
2019-01-22;03;09;11;30;47;06;10;0;0;lose
2019-01-22;11;18;30;33;40;07;11;0;0;lose
2019-01-22;01;03;04;19;48;04;10;0;0;lose
2019-01-22;14;33;34;41;48;08;09;0;0;lose
2019-01-18;5;6;16;30;46;5;10;0;60000000;win
2019-01-18;21;33;42;46;50;05;06;0;0;lose
2019-01-18;08;27;41;42;43;10;12;0;0;lose
2019-01-18;06;19;24;25;28;02;04;0;0;lose
2019-01-18;18;22;26;42;46;10;11;0;0;lose
2019-01-15;22;25;29;33;35;3;6;0;46000000;win
2019-01-15;12;17;19;27;46;05;06;0;0;lose
2019-01-15;02;23;34;37;49;01;02;0;0;lose
2019-01-15;04;07;26;36;50;03;09;0;0;lose
2019-01-15;02;09;29;31;49;02;06;0;0;lose
2019-01-11;1;19;31;39;48;1;6;0;36000000;win
2019-01-11;06;16;21;41;44;01;05;0;0;lose
2019-01-11;06;10;16;37;43;03;07;0;0;lose
2019-01-11;16;36;45;48;50;03;04;0;0;lose
2019-01-11;02;13;23;40;44;04;09;0;0;lose
2019-01-08;3;19;22;31;32;2;11;0;25000000;win
2019-01-08;13;24;28;40;44;03;08;0;0;lose
2019-01-08;01;13;19;32;40;01;04;0;0;lose
2019-01-08;03;11;12;24;40;03;11;0;0;lose
2019-01-08;09;17;26;28;40;01;07;0;0;lose
2019-01-04;7;11;19;27;37;6;10;0;17000000;win
2019-01-04;02;05;19;33;39;02;11;0;0;lose
2019-01-04;19;36;37;40;44;09;11;0;0;lose
2019-01-04;04;13;23;24;44;08;11;0;0;lose
2019-01-04;11;12;18;23;31;02;07;0;0;lose
2019-01-01;1;8;11;25;28;4;6;1;128000000;win
2019-01-01;02;07;10;13;20;01;09;0;0;lose
2019-01-01;02;09;17;20;26;01;08;0;0;lose
2019-01-01;07;11;15;25;38;06;10;0;0;lose
2019-01-01;06;15;18;19;34;02;06;0;0;lose
2018-12-28;13;16;34;35;45;10;12;0;119000000;win
2018-12-28;25;27;35;41;45;08;09;0;0;lose
2018-12-28;15;16;28;41;48;04;08;0;0;lose
2018-12-28;05;20;36;37;41;01;08;0;0;lose
2018-12-28;04;12;28;41;43;09;12;0;0;lose
2018-12-25;4;5;8;31;43;2;9;0;109000000;win
2018-12-25;07;10;15;37;50;05;12;0;0;lose
2018-12-25;01;12;39;43;46;03;09;0;0;lose
2018-12-25;03;04;09;18;32;05;12;0;0;lose
2018-12-25;04;10;15;21;40;02;07;0;0;lose
2018-12-21;2;12;15;34;50;3;4;0;101000000;win
2018-12-21;06;12;31;36;41;08;11;0;0;lose
2018-12-21;26;37;39;40;49;01;09;0;0;lose
2018-12-21;04;10;21;47;49;02;05;0;0;lose
2018-12-21;02;07;19;22;24;04;06;0;0;lose
2018-12-18;1;9;18;39;48;5;7;0;91000000;win
2018-12-18;06;15;27;32;38;09;11;0;0;lose
2018-12-18;01;02;04;37;47;03;11;0;0;lose
2018-12-18;04;15;21;33;42;02;06;0;0;lose
2018-12-18;08;16;22;26;45;05;07;0;0;lose
2018-12-14;12;29;38;42;44;2;12;0;85000000;win
2018-12-14;12;25;28;31;49;03;06;0;0;lose
2018-12-14;09;26;38;41;45;08;11;0;0;lose
2018-12-14;07;08;09;23;28;02;03;0;0;lose
2018-12-14;04;14;29;34;43;05;10;0;0;lose
2018-12-11;4;7;13;23;42;1;3;0;76000000;win
2018-12-11;02;10;23;34;36;04;06;0;0;lose
2018-12-11;03;38;46;49;50;09;11;0;0;lose
2018-12-11;09;11;13;16;37;06;10;0;0;lose
2018-12-11;01;14;18;30;50;05;10;0;0;lose
2018-12-07;11;17;26;37;48;1;10;0;70000000;win
2018-12-07;14;15;17;41;42;06;12;0;0;lose
2018-12-07;06;13;35;42;46;06;10;0;0;lose
2018-12-07;03;10;22;28;30;09;10;0;0;lose
2018-12-07;03;25;36;42;44;05;11;0;0;lose
2018-12-04;19;20;21;42;45;8;9;0;57000000;win
2018-12-04;14;24;47;48;50;08;09;0;0;lose
2018-12-04;01;02;05;43;46;03;06;0;0;lose
2018-12-04;02;07;11;18;50;01;05;0;0;lose
2018-12-04;11;20;34;36;50;07;09;0;0;lose
2018-11-30;3;10;12;23;26;1;12;0;48000000;win
2018-11-30;19;27;43;45;50;03;04;0;0;lose
2018-11-30;12;20;21;36;37;02;04;0;0;lose
2018-11-30;16;30;32;38;48;10;11;0;0;lose
2018-11-30;05;06;14;18;25;02;03;0;0;lose
2018-11-27;4;16;17;18;32;2;11;0;36000000;win
2018-11-27;04;05;18;23;26;03;11;0;0;lose
2018-11-27;01;25;27;39;43;06;10;0;0;lose
2018-11-27;19;20;27;31;48;07;11;0;0;lose
2018-11-27;19;22;28;30;48;08;10;0;0;lose
2018-11-23;5;8;25;26;30;3;10;0;28000000;win
2018-11-23;05;18;33;42;46;05;08;0;0;lose
2018-11-23;05;08;17;44;50;02;12;0;0;lose
2018-11-23;07;09;12;18;21;02;10;0;0;lose
2018-11-23;06;10;26;36;39;02;08;0;0;lose
2018-11-20;6;19;39;45;48;7;12;0;17000000;win
2018-11-20;15;18;31;41;50;11;12;0;0;lose
2018-11-20;09;27;33;44;50;05;12;0;0;lose
2018-11-20;28;30;36;44;47;04;05;0;0;lose
2018-11-20;03;09;13;37;43;01;11;0;0;lose
2018-11-16;9;10;13;28;41;1;12;1;49000000;win
2018-11-16;03;06;27;38;44;07;12;0;0;lose
2018-11-16;18;24;37;40;44;03;05;0;0;lose
2018-11-16;07;19;20;42;47;01;02;0;0;lose
2018-11-16;11;24;26;35;37;09;12;0;0;lose
2018-11-13;2;7;10;13;42;3;6;0;37000000;win
2018-11-13;04;20;24;32;49;07;08;0;0;lose
2018-11-13;01;02;10;41;43;02;11;0;0;lose
2018-11-13;10;15;38;45;50;03;05;0;0;lose
2018-11-13;06;15;27;31;39;09;12;0;0;lose
2018-11-09;14;17;32;37;49;11;12;0;29000000;win
2018-11-09;04;20;27;36;49;04;11;0;0;lose
2018-11-09;10;16;27;35;49;08;11;0;0;lose
2018-11-09;15;24;28;36;41;07;10;0;0;lose
2018-11-09;07;22;24;27;33;08;09;0;0;lose
2018-11-06;14;24;36;40;43;2;9;0;17000000;win
2018-11-06;12;34;39;45;47;07;10;0;0;lose
2018-11-06;11;25;26;38;40;09;11;0;0;lose
2018-11-06;03;10;22;24;30;08;11;0;0;lose
2018-11-06;03;16;21;44;50;10;12;0;0;lose
2018-11-02;5;15;17;37;44;7;11;1;87000000;win
2018-11-02;08;23;30;32;47;01;02;0;0;lose
2018-11-02;04;09;15;18;31;08;12;0;0;lose
2018-11-02;08;11;33;47;48;02;03;0;0;lose
2018-11-02;11;15;22;37;40;03;07;0;0;lose
2018-10-30;17;23;27;43;44;1;12;0;79000000;win
2018-10-30;08;21;22;41;49;06;10;0;0;lose
2018-10-30;27;35;36;40;48;02;08;0;0;lose
2018-10-30;03;15;17;46;49;11;12;0;0;lose
2018-10-30;02;19;25;31;46;02;04;0;0;lose
2018-10-26;5;18;21;31;35;6;9;0;71000000;win
2018-10-26;16;30;38;48;50;06;07;0;0;lose
2018-10-26;03;09;11;18;25;01;03;0;0;lose
2018-10-26;10;15;31;43;45;02;04;0;0;lose
2018-10-26;08;29;36;41;50;01;04;0;0;lose
2018-10-23;1;2;5;21;32;2;12;0;58000000;win
2018-10-23;02;15;28;33;34;07;08;0;0;lose
2018-10-23;01;05;13;17;45;06;08;0;0;lose
2018-10-23;04;08;09;19;26;05;12;0;0;lose
2018-10-23;01;04;11;12;36;09;11;0;0;lose
2018-10-19;1;3;29;47;48;3;12;0;49000000;win
2018-10-19;01;12;15;20;26;07;09;0;0;lose
2018-10-19;03;04;05;19;28;04;09;0;0;lose
2018-10-19;11;15;28;34;46;02;06;0;0;lose
2018-10-19;31;35;39;45;47;05;10;0;0;lose
2018-10-16;15;28;37;40;42;1;6;0;36000000;win
2018-10-16;07;12;19;25;32;03;12;0;0;lose
2018-10-16;02;04;07;31;41;01;06;0;0;lose
2018-10-16;20;46;48;49;50;04;12;0;0;lose
2018-10-16;16;17;19;26;48;04;10;0;0;lose
2018-10-12;4;9;12;31;43;5;8;0;27000000;win
2018-10-12;01;16;22;31;47;11;12;0;0;lose
2018-10-12;05;34;44;48;49;08;09;0;0;lose
2018-10-12;10;15;28;30;37;03;06;0;0;lose
2018-10-12;07;16;29;36;46;05;10;0;0;lose
2018-10-09;3;12;36;44;45;8;11;0;17000000;win
2018-10-09;19;21;32;45;47;08;10;0;0;lose
2018-10-09;08;30;32;43;45;05;06;0;0;lose
2018-10-09;13;18;26;28;33;03;08;0;0;lose
2018-10-09;17;19;25;27;49;01;04;0;0;lose
2018-10-05;8;16;24;26;35;3;11;1;17000000;win
2018-10-05;12;16;20;29;41;02;07;0;0;lose
2018-10-05;03;33;42;45;48;06;08;0;0;lose
2018-10-05;04;08;26;28;35;02;03;0;0;lose
2018-10-05;02;17;31;36;45;03;12;0;0;lose
2018-10-02;7;17;29;37;45;3;11;1;162000000;win
2018-10-02;11;16;31;35;47;03;12;0;0;lose
2018-10-02;11;16;17;20;25;08;09;0;0;lose
2018-10-02;27;28;37;39;40;01;05;0;0;lose
2018-10-02;18;21;36;44;48;09;10;0;0;lose
2018-09-28;2;4;8;27;50;2;9;0;151000000;win
2018-09-28;16;25;26;35;49;03;10;0;0;lose
2018-09-28;32;33;35;38;49;03;05;0;0;lose
2018-09-28;12;17;24;33;40;05;08;0;0;lose
2018-09-28;22;26;38;41;45;02;11;0;0;lose
2018-09-25;6;15;20;30;38;4;7;0;138000000;win
2018-09-25;04;13;25;26;48;02;05;0;0;lose
2018-09-25;08;11;20;23;42;09;11;0;0;lose
2018-09-25;25;29;38;49;50;05;06;0;0;lose
2018-09-25;01;19;31;46;50;02;07;0;0;lose
2018-09-21;5;7;21;25;37;3;4;0;130000000;win
2018-09-21;13;18;37;39;44;03;11;0;0;lose
2018-09-21;09;27;35;37;50;05;08;0;0;lose
2018-09-21;28;34;44;45;47;02;03;0;0;lose
2018-09-21;09;10;18;26;41;04;08;0;0;lose
2018-09-18;3;8;10;32;45;4;12;0;45000000;win
2018-09-18;22;23;27;39;42;05;12;0;0;lose
2018-09-18;02;06;37;43;44;08;12;0;0;lose
2018-09-18;05;21;28;31;39;02;06;0;0;lose
2018-09-18;10;32;36;41;44;01;03;0;0;lose
2018-09-14;1;3;33;40;45;3;4;0;36000000;win
2018-09-14;02;04;12;25;49;10;12;0;0;lose
2018-09-14;13;16;17;18;47;01;12;0;0;lose
2018-09-14;05;14;15;32;35;06;07;0;0;lose
2018-09-14;01;09;34;40;50;01;04;0;0;lose
2018-09-11;9;18;32;38;46;2;3;0;24000000;win
2018-09-11;05;20;21;45;49;04;12;0;0;lose
2018-09-11;01;26;35;44;47;11;12;0;0;lose
2018-09-11;01;03;17;29;39;01;07;0;0;lose
2018-09-11;08;17;22;30;31;01;05;0;0;lose
2018-09-07;4;23;27;31;50;1;8;0;17000000;win
2018-09-07;08;15;31;43;50;09;10;0;0;lose
2018-09-07;08;14;34;35;37;03;05;0;0;lose
2018-09-07;02;32;34;43;45;11;12;0;0;lose
2018-09-07;17;24;26;34;36;03;10;0;0;lose
2018-09-04;5;14;28;30;47;4;11;1;44000000;win
2018-09-04;15;18;23;31;37;06;08;0;0;lose
2018-09-04;20;22;24;36;44;03;06;0;0;lose
2018-09-04;14;22;31;46;48;07;12;0;0;lose
2018-09-04;28;30;43;45;50;02;08;0;0;lose
2018-08-31;4;30;31;38;42;4;6;0;35000000;win
2018-08-31;01;02;05;09;16;02;07;0;0;lose
2018-08-31;01;32;33;35;44;06;07;0;0;lose
2018-08-31;04;08;30;33;44;06;07;0;0;lose
2018-08-31;03;09;15;16;25;02;11;0;0;lose
2018-08-28;4;16;32;42;46;8;12;0;25000000;win
2018-08-28;09;27;36;43;47;01;06;0;0;lose
2018-08-28;05;14;35;41;49;04;11;0;0;lose
2018-08-28;01;06;21;22;27;04;06;0;0;lose
2018-08-28;11;21;23;30;38;01;12;0;0;lose
2018-08-24;3;14;31;36;50;1;12;0;17000000;win
2018-08-24;05;06;30;31;38;02;11;0;0;lose
2018-08-24;04;09;17;27;47;04;06;0;0;lose
2018-08-24;13;18;27;30;34;11;12;0;0;lose
2018-08-24;07;10;20;26;44;01;08;0;0;lose
2018-08-21;16;23;42;43;49;10;12;1;107000000;win
2018-08-21;04;07;33;44;45;02;08;0;0;lose
2018-08-21;11;28;44;45;48;05;12;0;0;lose
2018-08-21;03;20;43;46;48;04;09;0;0;lose
2018-08-21;04;30;31;49;50;01;04;0;0;lose
2018-08-17;2;15;18;24;43;8;12;0;99000000;win
2018-08-17;08;11;29;42;44;05;12;0;0;lose
2018-08-17;10;13;24;33;44;04;12;0;0;lose
2018-08-17;07;09;18;35;45;01;12;0;0;lose
2018-08-17;07;13;29;37;50;07;10;0;0;lose
2018-08-14;1;15;18;25;31;9;11;0;90000000;win
2018-08-14;01;05;08;38;40;01;03;0;0;lose
2018-08-14;04;08;34;39;46;03;06;0;0;lose
2018-08-14;01;02;03;22;25;02;08;0;0;lose
2018-08-14;11;15;24;33;42;03;11;0;0;lose
2018-08-10;18;20;36;43;44;3;9;0;83000000;win
2018-08-10;06;07;08;14;48;05;06;0;0;lose
2018-08-10;10;11;12;20;23;02;07;0;0;lose
2018-08-10;10;29;31;40;47;02;12;0;0;lose
2018-08-10;01;05;21;28;40;04;12;0;0;lose
2018-08-07;16;28;29;30;36;8;10;0;75000000;win
2018-08-07;13;15;30;31;46;03;07;0;0;lose
